water req,month,Min Temp,Max Temp,Humidity,Wind,Sun,Rad,Rain,altitude,latitude,longitude,crop,soil,city
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
5.91,,27.07,34.07,80.01,168.1,4.58,16.75,301.06,9.07,22.77,,,,
,June,,,,,,,,,,88.36,potato,red loamy,kolkata
89.19,,24.02,34.07,70.0,216.03,9.56,23.54,2.04,7.07,13.11,,,,
,March,,,,,,,,,,80.27,potato,red loamy,chennai
479.44,,26.02,41.04,27.05,288.07,9.01,23.41,18.03,431.08,26.92,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
10.93,,26.06,32.08,77.09,288.03,5.03,17.35,560.07,14.09,19.12,,,,
,june,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
132.18,,26.09,36.02,64.01,288.01,6.04,18.41,111.02,7.02,13.15,,,,
,july,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
185.78,,26.06,39.39,34.09,138.06,9.28,23.6502,10.0,281.06,15.84,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
185.79,,26.09,39.36,34.01,138.08,9.2299,23.66,10.01,281.05,15.8601,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
0.04,,26.02,33.06,84.06,144.02,4.14995,16.19,375.04,9.07,22.72,,,,
,July,,,,,,,,,,88.36,potato,red loamy,kolkata
51.2,,24.01,34.07,70.03,216.0,9.54,23.52,2.02,7.06,13.16,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
142.02,,28.06,39.02,54.07,216.04,7.06,20.7003,80.05,216.03,28.71,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
0.120001,,25.06,34.04,73.08,264.05,5.06,17.53,213.07,431.04,26.92,,,,
,July,,,,,,,,,,75.78,potato,red loamy,jaipur
16.4398,,23.86,32.57,64.05,363.09,4.46,16.2798,96.02,281.01,15.88,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
185.798,,26.04,39.32,34.02,138.06,9.25,23.68,10.07,281.07,15.84,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
181.320002,,22.01,37.06,26.01,240.04,9.09,22.6502,4.02,431.09,26.95,,,,
,April,,,,,,,,,,wheat,red sandy,jaipur,
425.52,,27.27,40.02,37.08,225.04,8.33,22.2598,44.4496,281.03,15.8501,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
184.29,,24.05,33.08,28.04,192.09,10.1,24.74,10.02,14.06,19.11,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
0.09,,25.04,30.09,83.06,336.02,2.07,12.88,640.07,14.01,19.16,,,,
,July,,,,,,,,,,72.82,potato,red loamy,mumbai
425.52,,27.21,40.02,37.0,225.03,8.3701,22.3,44.44,281.05,15.8601,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
185.76,,26.01,39.4,34.02,138.06,9.29,23.64,10.08,281.09,15.82,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
0.05,,25.03,30.04,83.06,336.02,2.07,12.82,640.04,14.06,19.1,,,,
,July,,,,,,,,,,72.82,potato,red loamy,mumbai
84.440001,,25.08,36.0,70.02,192.01,9.2099,23.32,51.09,9.03,22.75,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
0.2,,25.05,34.06,73.03,264.07,5.02,17.58,213.02,431.04,26.95,,,,
,July,,,,,,,,,,75.78,potato,red loamy,jaipur
17.99,,24.09,33.01,81.07,240.07,5.06,16.91,227.05,431.06,26.93,,,,
,august,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
0.02,,26.01,36.01,64.05,288.06,6.05,18.45,111.06,7.03,13.14,,,,
,July,,,,,,,,,,wheat,red sandy,chennai,
149.5,,26.0,39.3795,34.06,138.06,9.2099,23.67,10.04,281.05,15.8601,,,,
,April,,,,,,,,,,wheat,red sandy,kurnool,
0.05,,25.03,30.04,83.07,336.07,2.07,12.83,640.06,14.04,19.17,,,,
,July,,,,,,,,,,wheat,red sandy,mumbai,
178.15,,26.1,36.07,70.04,264.01,9.7299,24.52,10.02,7.0,13.15,,,,
,April,,,,,,,,,,80.27,potato,red loamy,chennai
411.32,,26.06,39.0,42.02,192.09,8.01,21.93,30.09,216.01,28.72,,,,
,may,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
178.880002,,25.1,35.67,54.05,354.1,5.81,18.3102,71.61,281.08,15.8501,,,,
,june,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
425.58,,27.21,40.04,37.06,225.02,8.3701,22.2,44.44,281.0,15.84,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
90.31,,25.08,35.03,70.07,264.07,6.21,18.9198,154.05,7.07,13.13,,,,
,august,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
142.96,,21.0,36.03,41.01,168.06,10.09,23.8,40.03,216.07,28.75,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
16.49,,23.86,32.51,64.09,363.03,4.5,16.2598,96.03,281.02,15.84,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
11.38,,26.09,32.1,77.03,288.0,5.0,17.37,560.01,14.0,19.11,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
14.96,,26.0,36.02,64.01,288.03,6.08,18.43,111.02,7.08,13.13,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
116.1,,25.01,36.09,70.08,192.07,9.2299,23.34,51.02,9.08,22.71,,,,
,April,,,,,,,,,,88.36,potato,red loamy,kolkata
0.09,,27.09,35.05,73.09,168.07,5.09,17.51,170.05,216.04,28.7798,,,,
,July,,,,,,,,,,wheat,red sandy,delhi,
73.710001,,21.01,32.04,62.02,168.06,9.04,22.07,10.1,14.03,19.07,,,,
,March,,,,,,,,,,72.82,potato,red loamy,mumbai
327.5,,26.06,41.1,27.07,288.05,9.0,23.5,18.06,431.08,26.98,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
141.59,,27.06,38.02,61.09,312.04,6.87,19.68,56.07,7.06,13.11,,,,
,June,,,,,,,,,,wheat,red sandy,chennai,
200.14,,27.05,33.03,69.08,240.07,10.09,25.08,10.1,14.01,19.09,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
220.9,,26.09,39.08,42.02,192.02,8.04,21.95,30.06,216.04,28.75,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
281.05,,26.08,36.03,73.01,192.03,8.4,22.62,126.03,9.07,22.7798,,,,
,may,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
135.480002,,23.88,32.54,64.1,363.09,4.4,16.2798,96.04,281.1,15.84,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
479.4,,26.07,41.06,27.08,288.01,9.05,23.4597,18.02,431.05,26.97,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
236.69,,27.01,39.07,63.01,312.07,9.07,23.22,32.03,7.03,13.09,,,,
,May,,,,,,,,,,wheat,red sandy,chennai,
23.7598,,15.03,29.01,57.06,168.09,11.1,22.9198,20.03,216.0,28.77,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
135.46,,23.85,32.59,64.09,363.1,4.44,16.25,96.06,281.06,15.82,,,,
,july,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
0.05,,23.84,32.57,64.0,363.04,4.48,16.21,96.06,281.02,15.8501,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
5.46,,27.04,34.08,80.03,168.09,4.57,16.8,301.04,9.07,22.7598,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
0.09,,25.05,31.07,81.01,168.09,5.03,16.34,320.06,14.01,19.09,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
142.94,,21.07,36.08,41.03,168.01,10.02,23.89,40.02,216.04,28.71,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
142.94,,21.03,36.08,41.03,168.08,10.06,23.86,40.07,216.01,28.77,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
0.03,,25.08,30.08,83.1,336.03,2.08,12.88,640.04,14.04,19.16,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
90.39,,25.09,35.07,70.0,264.06,6.29,18.99,154.01,7.05,13.12,,,,
,august,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
220.81,,26.04,39.08,42.04,192.08,8.04,21.91,30.06,216.0,28.74,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
406.205,,27.0,33.06,69.01,240.06,10.07,25.05,10.0,14.09,19.12,,,,
,may,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
200.16,,27.0,33.07,69.06,240.08,10.1,25.08,10.09,14.07,19.0802,,,,
,May,,,,,,,,,,wheat,red sandy,mumbai,
0.02,,26.02,33.07,84.07,144.02,4.13,16.1103,375.05,9.06,22.79,,,,
,July,,,,,,,,,,wheat,red sandy,kolkata,
14.93,,26.08,36.03,64.03,288.0,6.06,18.4797,111.05,7.03,13.11,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
220.880002,,26.09,39.03,42.0,192.01,8.0,21.9398,30.02,216.08,28.74,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
11.3,,26.01,32.09,77.05,288.05,5.04,17.39,560.08,14.05,19.07,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
184.23,,24.07,33.05,28.04,192.09,10.02,24.72,10.07,14.08,19.16,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
0.07,,26.03,33.08,84.0,144.02,4.1199,16.1303,375.09,9.08,22.7598,,,,
,July,,,,,,,,,,88.36,potato,red loamy,kolkata
123.240001,,23.59,32.1604,63.09,302.05,4.99,16.95,98.77,281.1,15.89,,,,
,august,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
39.04,,21.04,32.04,62.06,168.09,9.06,22.08,10.04,14.02,19.15,,,,
,March,,,,,,,,,,wheat,red sandy,mumbai,
11.3601,,26.08,32.0,77.03,288.01,5.01,17.3302,560.07,14.05,19.15,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
85.75,,23.1,34.05,67.03,192.06,8.05,19.75,80.05,431.08,26.97,,,,
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
142.02,,28.06,39.07,54.02,216.09,7.0,20.62,80.03,216.06,28.75,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
5.44,,27.02,34.03,80.02,168.09,4.57,16.72,301.06,9.03,22.73,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
11.31,,26.01,32.04,77.07,288.04,5.07,17.37,560.08,14.04,19.09,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
0.09,,26.05,33.01,84.06,144.09,4.18,16.1103,375.04,9.08,22.71,,,,
,july,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
10.83,,26.05,34.03,77.07,144.07,4.06,15.38,200.01,216.0,28.75,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
425.56,,27.23,40.07,37.04,225.08,8.38,22.29,44.43,281.06,15.9,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
224.26,,27.08,39.04,46.01,312.0,7.07,20.6103,51.03,431.03,26.92,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
0.01,,23.86,32.54,64.01,363.08,4.49,16.21,96.02,281.0,15.88,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
47.87,,25.09,34.03,73.07,264.01,5.08,17.55,213.07,431.08,27.01,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
23.79,,15.03,29.08,57.08,168.02,11.02,22.9398,20.05,216.09,28.79,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
16.4198,,23.84,32.58,64.03,363.07,4.4301,16.29,96.05,281.07,15.88,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
65.63,,25.04,35.03,72.09,240.02,6.6199,19.22,121.05,7.08,13.11,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
132.13,,26.02,36.02,64.08,288.08,6.03,18.4398,111.03,7.04,13.1,,,,
,july,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
184.2399998,,24.02,33.06,28.0,192.01,10.02,24.75,10.0,14.02,19.1,,,,
,April,,,,,,,,,,72.82,potato,red loamy,mumbai
47.8004,,27.03,35.08,73.02,168.06,5.01,17.57,170.06,216.01,28.77,,,,
,july,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
140.73,,25.07,35.6905,54.01,354.04,5.83,18.37,71.669,281.04,15.8601,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
167.57,,25.06,35.68,54.09,354.03,5.85,18.37,71.64,281.1,15.83,,,,
,June,,,,,,,,,,78.06,potato,red loamy,kurnool
0.07,,25.01,34.03,73.04,264.1,5.02,17.59,213.08,431.02,26.91,,,,
,July,,,,,,,,,,wheat,red sandy,jaipur,
176.54,,27.03,38.06,61.05,312.05,6.88,19.6303,56.06,7.03,13.16,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
96.64,,26.07,36.06,73.09,192.09,8.48,22.6103,126.04,9.01,22.71,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
0.09,,23.8,32.53,64.06,363.03,4.42,16.23,96.03,281.01,15.81,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
16.77,,22.05,34.09,63.04,120.1,8.44,20.52,28.1,9.07,22.73,,,,
,March,,,,,,,,,,wheat,red sandy,kolkata,
47.87,,25.04,34.04,73.1,264.05,5.03,17.54,213.08,431.07,26.94,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
220.8,,26.02,39.05,42.04,192.03,8.1,21.97,30.04,216.06,28.7,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
416.5,,27.02,39.05,63.04,312.08,9.02,23.23,32.02,7.05,13.1,,,,
,may,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
53.6604,,22.58,37.56,30.01,121.07,9.7299,23.55,1.90001,281.05,15.8701,,,,
,March,,,,,,,,,,wheat,red sandy,kurnool,
0.07,,25.02,34.04,73.05,264.05,5.09,17.53,213.07,431.05,26.95,,,,
,July,,,,,,,,,,wheat,red sandy,jaipur,
141.51,,27.03,38.09,61.06,312.07,6.81,19.6502,56.0,7.02,13.13,,,,
,June,,,,,,,,,,wheat,red sandy,chennai,
155.73,,28.01,39.02,54.09,216.01,7.1,20.69,80.1,216.01,28.72,,,,
,june,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
325.640004,,26.08,41.07,27.02,288.04,9.06,23.43,18.02,431.06,26.93,,,,
,May,,,,,,,,,,75.78,potato,red loamy,jaipur
23.73,,15.03,29.05,57.03,168.09,11.07,22.9198,20.07,216.0,28.77,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
5.92,,27.07,34.07,80.07,168.0,4.54,16.7798,301.01,9.06,22.73,,,,
,June,,,,,,,,,,88.36,potato,red loamy,kolkata
0.01,,23.82,32.6,64.04,363.04,4.4701,16.29,96.06,281.06,15.8601,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
46.8795,,16.02,32.04,35.09,192.06,8.06,19.29,5.08,431.08,26.95,,,,
,March,,,,,,,,,,wheat,red sandy,jaipur,
11.32,,26.05,32.05,77.04,288.01,5.05,17.34,560.03,14.01,19.16,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
181.350002,,22.07,37.05,26.07,240.03,9.02,22.6303,4.03,431.06,26.93,,,,
,April,,,,,,,,,,wheat,red sandy,jaipur,
84.410001,,25.01,36.02,70.01,192.02,9.2398,23.38,51.1,9.07,22.73,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
11.31,,26.1,32.04,77.02,288.04,5.04,17.37,560.04,14.09,19.13,,,,
,June,,,,,,,,,,72.82,potato,red loamy,mumbai
47.74,,22.0,34.0,63.04,120.09,8.47,20.56,28.04,9.03,22.74,,,,
,March,,,,,,,,,,88.36,potato,red loamy,kolkata
221.73,,22.0,37.01,26.09,240.02,9.07,22.6502,4.05,431.09,27.0,,,,
,April,,,,,,,,,,75.78,potato,red loamy,jaipur
116.11,,25.06,36.09,70.02,192.1,9.28,23.3302,51.06,9.09,22.74,,,,
,April,,,,,,,,,,88.36,potato,red loamy,kolkata
146.12,,24.06,33.08,28.03,192.0,10.01,24.75,10.09,14.03,19.11,,,,
,April,,,,,,,,,,wheat,red sandy,mumbai,
247.59,,27.22,40.02,37.05,225.04,8.31,22.22,44.04,281.08,15.81,,,,
,May,,,,,,,,,,wheat,red sandy,kurnool,
0.0,,26.02,33.09,84.06,144.03,4.14,16.1502,375.04,9.02,22.7,,,,
,july,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
143.12,,26.03,36.09,70.09,264.08,9.7199,24.5,10.05,7.05,13.1,,,,
,April,,,,,,,,,,wheat,red sandy,chennai,
5.41,,27.06,34.06,80.08,168.04,4.52,16.77,301.01,9.0,22.7598,,,,
,June,,,,,,,,,,wheat,red sandy,kolkata,
96.699,,26.09,36.06,73.02,192.1,8.48,22.66,126.03,9.02,22.71,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
281.04,,26.05,36.01,73.08,192.04,8.48,22.64,126.08,9.01,22.75,,,,
,may,,,,,,,,,,88.36,rice,BLACK CLAY,kolkata
0.05,,26.09,36.08,64.09,288.02,6.04,18.43,111.02,7.07,13.13,,,,
,July,,,,,,,,,,wheat,red sandy,chennai,
84.43,,25.06,36.05,70.01,192.09,9.27,23.39,51.08,9.02,22.79,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
142.920002,,21.09,36.09,41.01,168.02,10.09,23.8302,40.07,216.08,28.72,,,,
,April,,,,,,,,,,77.01,potato,red loamy,delhi
140.7399998,,25.08,35.6205,54.08,354.02,5.87,18.3302,71.699,281.05,15.81,,,,
,June,,,,,,,,,,wheat,red sandy,kurnool,
0.07,,23.86,32.6,64.0,363.05,4.48,16.24,96.09,281.08,15.83,,,,
,July,,,,,,,,,,wheat,red sandy,kurnool,
47.7304,,27.04,35.01,73.03,168.05,5.01,17.53,170.09,216.07,28.73,,,,
,july,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
51.2,,24.02,34.08,70.01,216.01,9.59,23.51,2.01,7.09,13.09,,,,
,March,,,,,,,,,,wheat,red sandy,chennai,
14.94,,26.04,36.08,64.1,288.01,6.08,18.49,111.04,7.04,13.17,,,,
,July,,,,,,,,,,80.27,potato,red loamy,chennai
5.94,,27.01,34.1,80.1,168.01,4.6,16.7598,301.0,9.0,22.74,,,,
,June,,,,,,,,,,88.36,potato,red loamy,kolkata
406.150003,,27.05,33.03,69.02,240.0,10.05,25.06,10.05,14.0,19.0802,,,,
,may,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
185.79,,26.05,39.39,34.04,138.0,9.2299,23.6103,10.03,281.07,15.8501,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
327.57,,26.08,41.01,27.02,288.04,9.02,23.4198,18.02,431.03,26.91,,,,
,May,,,,,,,,,,wheat,red sandy,jaipur,
479.44,,26.02,41.02,27.08,288.04,9.02,23.41,18.06,431.08,26.92,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
96.64,,26.03,36.05,73.09,192.03,8.44,22.6303,126.09,9.1,22.75,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
479.4699997,,26.03,41.02,27.05,288.02,9.06,23.41,18.09,431.03,27.0,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
0.04,,25.02,30.08,83.05,336.07,2.1,12.84,640.0,14.07,19.12,,,,
,July,,,,,,,,,,72.82,potato,red loamy,mumbai
23.8,,15.05,29.06,57.05,168.08,11.07,22.95,20.1,216.07,28.8,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
176.58,,27.0,38.09,61.06,312.02,6.89,19.62,56.08,7.05,13.09,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
58.1205,,23.34,31.91,65.05,207.04,5.52,17.3102,116.01,281.07,15.83,,,,
,september,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
47.75,,27.1,35.04,73.03,168.0,5.05,17.53,170.08,216.09,28.75,,,,
,july,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
54.64,,15.01,29.07,57.01,168.04,11.02,22.91,20.07,216.07,28.7798,,,,
,March,,,,,,,,,,77.01,potato,red loamy,delhi
47.82,,25.05,34.03,73.03,264.08,5.02,17.51,213.01,431.04,26.94,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
479.45,,26.01,41.0,27.05,288.01,9.04,23.47,18.07,431.05,26.98,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
0.06,,25.06,30.02,83.1,288.03,3.03,14.17,520.03,14.04,19.15,,,,
,august,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
220.87,,26.05,39.07,42.01,192.07,8.09,21.93,30.02,216.0,28.71,,,,
,May,,,,,,,,,,wheat,red sandy,delhi,
47.89,,25.01,34.05,73.07,264.03,5.08,17.59,213.03,431.04,26.99,,,,
,july,,,,,,,,,,75.78,rice ,BLACK CLAY,jaipur
65.699,,25.06,35.06,72.06,240.04,6.63,19.23,121.07,7.06,13.1,,,,
,september,,,,,,,,,,80.27,rice,BLACK CLAY,chennai
23.72,,15.07,29.05,57.06,168.01,11.01,22.9597,20.03,216.1,28.8,,,,
,March,,,,,,,,,,wheat,red sandy,delhi,
96.649,,26.06,36.08,73.04,192.06,8.48,22.62,126.07,9.01,22.73,,,,
,May,,,,,,,,,,wheat,red sandy,kolkata,
149.6,,26.02,39.3,34.04,138.03,9.2999,23.64,10.1,281.0,15.8501,,,,
,April,,,,,,,,,,wheat,red sandy,kurnool,
425.52,,27.2598,40.04,37.03,225.03,8.4,22.23,44.48,281.07,15.8601,,,,
,may,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
0.01,,27.03,35.04,73.1,168.01,5.02,17.59,170.05,216.07,28.79,,,,
,July,,,,,,,,,,77.01,potato,red loamy,delhi
167.53,,25.08,35.64,54.09,354.01,5.8,18.38,71.69,281.06,15.83,,,,
,June,,,,,,,,,,78.06,potato,red loamy,kurnool
235.13,,27.09,39.03,63.08,312.04,9.04,23.24,32.03,7.07,13.12,,,,
,May,,,,,,,,,,80.27,potato,red loamy,chennai
176.58,,27.04,38.08,61.01,312.08,6.87,19.68,56.07,7.09,13.15,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
325.63,,26.07,41.04,27.08,288.03,9.09,23.43,18.01,431.01,26.91,,,,
,May,,,,,,,,,,75.78,potato,red loamy,jaipur
5.92,,27.1,34.09,80.07,168.1,4.59,16.74,301.02,9.1,22.71,,,,
,June,,,,,,,,,,88.36,potato,red loamy,kolkata
0.05,,25.03,31.07,81.01,168.05,5.02,16.38,320.04,14.02,19.09,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
85.710001,,23.06,34.09,67.01,192.09,8.06,19.79,80.03,431.09,26.95,,,,
,september,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
479.4899995,,26.07,41.02,27.04,288.01,9.03,23.41,18.06,431.04,26.94,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
143.18,,26.05,36.07,70.09,264.09,9.7,24.52,10.01,7.0,13.14,,,,
,April,,,,,,,,,,wheat,red sandy,chennai,
84.45,,25.02,36.01,70.01,192.03,9.27,23.4002,51.06,9.02,22.79,,,,
,April,,,,,,,,,,wheat,red sandy,kolkata,
0.19,,25.07,34.08,73.0,264.03,5.09,17.57,213.05,431.04,26.95,,,,
,July,,,,,,,,,,75.78,potato,red loamy,jaipur
142.06,,28.04,39.05,54.07,216.0,7.09,20.69,80.1,216.09,28.75,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
479.46,,26.07,41.09,27.06,288.09,9.07,23.41,18.05,431.1,26.96,,,,
,may,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
201.7399998,,27.02,33.06,69.09,240.0,10.01,25.01,10.01,14.06,19.13,,,,
,May,,,,,,,,,,72.82,potato,red loamy,mumbai
167.57,,25.04,35.63,54.03,354.1,5.8199,18.36,71.69,281.08,15.8,,,,
,June,,,,,,,,,,78.06,potato,red loamy,kurnool
97.85,,26.05,36.05,73.02,192.01,8.4,22.68,126.05,9.07,22.75,,,,
,May,,,,,,,,,,88.36,potato,red loamy,kolkata
325.66,,26.08,41.0,27.06,288.08,9.07,23.4,18.05,431.07,27.0,,,,
,May,,,,,,,,,,75.78,potato,red loamy,jaipur
0.04,,25.0,31.04,81.06,168.06,5.09,16.3102,320.05,14.09,19.16,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
221.12,,26.09,39.1,42.08,192.03,8.0,21.9,30.1,216.07,28.75,,,,
,May,,,,,,,,,,77.01,potato,red loamy,delhi
146.13,,24.06,33.0,28.02,192.09,10.01,24.77,10.01,14.05,19.11,,,,
,April,,,,,,,,,,wheat,red sandy,mumbai,
146.12,,24.04,33.1,28.04,192.07,10.08,24.73,10.06,14.03,19.17,,,,
,April,,,,,,,,,,wheat,red sandy,mumbai,
0.01,,25.04,31.06,81.08,168.05,5.02,16.39,320.07,14.04,19.12,,,,
,september,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
141.5,,27.0,38.1,61.08,312.01,6.8199,19.6502,56.02,7.06,13.15,,,,
,June,,,,,,,,,,wheat,red sandy,chennai,
236.65,,27.06,39.09,63.06,312.04,9.09,23.24,32.1,7.08,13.17,,,,
,May,,,,,,,,,,wheat,red sandy,chennai,
97.89,,26.07,36.07,73.09,192.05,8.48,22.6103,126.05,9.09,22.72,,,,
,May,,,,,,,,,,88.36,potato,red loamy,kolkata
167.55,,25.01,35.63,54.0,354.05,5.87,18.3102,71.63,281.01,15.81,,,,
,June,,,,,,,,,,78.06,potato,red loamy,kurnool
411.36,,26.07,39.06,42.07,192.07,8.0,21.9398,30.01,216.06,28.73,,,,
,may,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
83.990001,,16.08,32.09,35.05,192.09,8.01,19.22,5.05,431.04,27.0,,,,
,March,,,,,,,,,,75.78,potato,red loamy,jaipur
10.84,,26.01,34.06,77.1,144.02,4.06,15.38,200.09,216.08,28.79,,,,
,august,,,,,,,,,,77.01,rice,BLACK CLAY,delhi
185.78,,26.02,39.32,34.08,138.03,9.26,23.6,10.03,281.09,15.83,,,,
,April,,,,,,,,,,78.06,potato,red loamy,kurnool
16.4,,23.8,32.53,64.07,363.01,4.46,16.2,96.01,281.09,15.81,,,,
,July,,,,,,,,,,78.06,potato,red loamy,kurnool
176.51,,27.01,38.08,61.02,312.09,6.84,19.69,56.06,7.01,13.17,,,,
,june,,,,,,,,,,80.27,rice ,BLACK CLAY,chennai
187.58,,27.05,39.05,46.07,312.06,7.04,20.68,51.0,431.02,26.91,,,,
,June,,,,,,,,,,wheat,red sandy,jaipur,
58.15,,23.39,31.91,65.04,207.07,5.56,17.3102,116.07,281.06,15.83,,,,
,september,,,,,,,,,,78.06,rice,BLACK CLAY,kurnool
0.01,,25.0,30.06,83.03,336.06,2.05,12.88,640.07,14.08,19.1,,,,
,july,,,,,,,,,,72.82,rice,BLACK CLAY,mumbai
224.2099998,,27.08,39.0,46.01,312.03,7.09,20.67,51.02,431.04,26.92,,,,
,june,,,,,,,,,,75.78,rice,BLACK CLAY,jaipur
142.04,,28.02,39.02,54.09,216.09,7.02,20.6103,80.07,216.05,28.77,,,,
,June,,,,,,,,,,77.01,potato,red loamy,delhi
